views,likes,dislikes
32157,2271,20
17446067,891114,13501
2532355,149048,1655
249155,19087,148
1337568,23988,260
385308,10563,293
424649,4485,417
57915,565,66
279428,16427,688
257531,11357,614
471390,25205,663
963883,20145,860
14967,131,20
106144,6488,81
237027,1394,748
23547,678,19
45180,111,362
360643,31669,1113
1051036,69584,567
2523830,28674,2536
2964689,95535,1242
438167,4163,394
791075,9679,541
1853057,45310,7744
1222270,44795,1760
151446,12768,259
54584,2737,85
281698,19782,492
26306,1260,53
95668,217,5
300775,18859,105
29469,418,18
238625,3479,262
64869,719,185
1445657,59680,530
3260909,106379,3750
1868421,100601,1181
1861557,27198,3353
226164,6883,219
471733,66181,794
65974,3340,168
1772463,6014,808
285567,1193,1363
13284589,750837,22703
234355,10324,193
56002,1348,136
254900,1911,41
3129042,136032,5108
2092066,33584,1037
40480,1657,143
614802,10422,231
179591,23719,98
168435,5425,175
382629,6267,213
911037,51442,619
781487,4280,58726
1586396,45690,2414
2866977,179046,5180
366391,2632,523
168162,14142,79
1582590,61983,1682
10529,406,20
1142585,9100,218841
345659,19419,127
601340,10553,1048
21552,451,18
107934,5978,471
1522268,58130,2094
69870,4066,87
186786,5175,537
232286,15327,195
1844345,169247,2009
280937,14081,524
937198,22541,937
5152916,30914,2908
148841,7429,110
512492,5499,527
146163,2440,131
35537,271,46
2915560,92085,6341
1833,31,2
263373,13918,144
1193773,43494,549
201800,12431,165
582650,18442,2122
715615,386,42
32987,1360,11
423467,9408,198
15525,1203,15
1588796,60797,2001
857129,48388,710
1627758,98772,670
62494,1903,59
245074,8265,153
2289492,1437,13
810900,8090,504
906108,49623,4363
25218,1845,14
263604,5225,320
502697,37722,504
11835,1561,5
1834990,46578,2351
82141,1023,40
125961,4551,309
210971,8236,46
101478,1452,9
1935342,54752,1392
440000,44900,547
2984785,306711,1836
869519,46606,634
253874,8854,175
331638,4527,352
637045,26635,972
248200,24531,455
73525,2332,74
3096627,143831,3274
201025,625,4786
65874,3209,32
1363711,9025,17324
1820569,61753,2820
159145,6373,247
58278,2182,35
220398,4541,638
249897,9070,146
15066,526,61
1893,8,0
31319,632,17
592859,25057,235
61584,5719,142
2019235,52997,3697
55318,1533,16
817094,854,31
1535652,36776,1758
104773,4056,46
1017290,56899,2108
13135,1398,9
3180207,77590,7051
5875258,263740,6570
506547,17801,531
530143,11176,1061
502917,17891,631
1026275,51253,747
238661,13691,264
65631,4197,96
11995,1403,12
28679,2537,6
3599131,50271,21328
488915,66620,2020
827325,27008,643
765456,14950,945
451472,12222,2343
78662,1966,172
460348,9464,211
1141627,18848,665
591527,51126,1442
1244659,5998,1600
382584,48979,870
1795145,179466,3239
792374,10060,7688
138477,18774,163
67025,5946,74
498117,4293,222
363370,17882,416
508109,12034,891
334898,1367,553
1574914,37289,1013
84744,1444,199
105395,8738,212
41407,3925,55
1146692,23788,1527
364049,4789,653
238647,851,108
1227348,155986,916
309393,2837,3068
306095,11726,283
208851,11711,316
1717885,20113,1028
366487,1920,776
87737,2751,43
152544,9773,61
762915,43870,898
104831,352,72
141000,4625,81
23983,1401,40
277707,18842,700
2336544,19462,4484
63059,3449,231
206123,10558,365
161676,5976,74
7490,425,4
171311,21743,144
268889,11321,239
130954,8242,117
159742,7178,132
168000,5085,97
136558,412,195
476274,48503,510
1064509,12205,1480
230257,7713,240
2966739,161705,1469
33565,1472,126
194132,31749,533
268445,7343,97
162508,5013,88
8036012,695741,12142
197691,2876,213
92355,2641,270
237408,2909,270
1290235,12856,386
240636,21261,281
69657,2202,298
297588,15994,149
23116,3103,31
113048,5115,66
820783,29076,2872
194692,1000,811
31323,0,0
102179,764,562
27266,1645,26
62264,511,463
263959,7913,240
4179468,266227,4805
5338010,39989,5091
156585,2368,335
21193,1438,49
31431,429,426
1542318,43732,1286
343524,2203,320
846714,26554,2707
109629,1648,479
412649,9687,1207
68420,218,165
868985,59698,1997
113108,6234,664
2158195,203725,2965
54895,107,60
75296,2500,391
2243263,68861,653
154541,8227,414
32788,1129,35
797298,14960,2465
19963184,940443,14917
35020,2427,20
2676876,153887,1732
275958,20159,161
575846,5486,548
1568453,26473,291
406137,10946,303
80838,594,74
291365,16911,710
267561,11696,635
492553,25979,729
145940,7384,139
986101,20393,874
1458959,56702,737
261502,1467,783
24860,702,20
60701,124,398
375227,32534,1120
1081128,70918,576
2162208,48273,8449
836179,10057,550
2654222,29306,2643
3393384,99980,1509
408123,21315,156
159006,13214,264
289539,20108,497
56424,2830,87
27497,1317,53
120484,254,8
41449,471,23
506628,16711,432
3386169,108909,3893
69725,776,188
247673,3516,265
272539,7523,249
1962364,28084,3451
1576501,63519,557
2169060,109128,1293
7638,18,1
511423,68129,862
69988,3477,176
15183821,801481,24059
283850,1955,41
299632,12692,202
2156479,6323,835
2218584,34832,1073
296207,1225,1391
42964,1704,148
634876,10616,237
187846,24390,101
190583,5669,189
412275,6770,228
23222,778,29
926595,51999,630
3065204,182547,5360
175943,14554,79
379269,2674,533
440365,21980,161
132133,6941,621
1611996,62581,1695
169390,887,354
667141,11027,1078
1179072,9368,224152
786088,4305,58932
27765,580,25
1862154,64191,2326
82638,4446,100
212824,5633,564
251145,16025,203
1877854,170723,2039
983147,23112,962
287677,14261,536
5376583,32001,3025
152598,7530,113
515428,5514,529
160892,2583,147
36064,272,46
3257990,94373,6600
1324411,46874,622
271779,14215,148
1879,32,2
212075,12760,167
621513,19267,2205
464076,10358,213
890843,445,44
35038,1406,11
16948,1248,17
1648675,62011,2072
915783,49491,734
280506,8693,171
65277,1967,61
2563098,1570,16
960177,8660,586
971657,51428,4491
26800,1932,15
279571,5379,339
514711,38431,509
12461,1614,6
1974031,50261,2481
89923,1097,43
142548,5178,336
224115,8504,49
2042378,56388,1447
112385,1497,10
461540,46206,571
931830,19685,733
2673454,244699,35083
2060541,108555,1646
5050147,255343,11130
719283,41694,758
984846,47073,2514
5766698,71334,33958
654169,6950,1225
1421066,123250,5088
160447,1041,573
424955,71972,467
487995,29447,857
190162,1405,5359
136944,14749,475
1557418,25077,1669
280707,18843,788
512885,17500,356
1274141,35046,948
117785,4294,105
783674,59623,1267
230733,2682,214
755487,9362,1278
85383,400,54
221528,12027,234
255019,21203,464
633075,15106,2988
1553585,92299,3028
114797,6031,2770
1210767,18631,448
1646317,38505,613
57516,1471,49
291653,3788,603
966532,11380,8648
191846,11230,327
1240782,106174,2371
53650,4471,134
518719,22962,566
390785,28140,729
432367,83297,500
260202,28073,336
1296128,6142,1662
1354133,25721,1772
35270,1113,30
2002274,190342,3514
196816,13403,281
20666,175,42
890683,89783,880
2262432,47312,1319
649995,13773,1093
864100,3457,650
61338,2639,121
151057,10580,636
1515895,166667,1169
265168,13332,120
349244,1417,573
121074,3086,53
157532,4109,70
366588,3099,3392
318715,14940,433
81837,4074,264
111312,2239,243
176639,11414,169
248195,12923,568
2186681,22244,1158
377906,1956,796
8999,37,24
233633,11419,403
969903,49709,1029
304682,19905,763
225235,10492,181
199604,6824,89
183272,8536,234
198580,23193,163
73662,968,87
185891,5248,111
288904,11849,253
280415,8130,293
114486,379,78
114908,1348,93
46434,2050,56
36363,4436,53
98175,6822,109
177551,7541,141
41523,1988,70
39994,1321,39
190140,5444,99
31618,1694,72
9054667,741692,13613
11730,102,49
282950,7654,98
520146,51419,536
216578,34717,568
141226,424,198
1088374,12332,1492
3118855,166813,1525
79977,2373,335
212687,2995,227
45548,1776,159
76527,6240,199
22231,178,4
255310,22173,286
34123,0,0
315800,16627,154
1321434,13060,393
241711,2923,273
109384,789,567
888544,30916,2962
69862,550,17
45576,2528,42
203786,1019,821
121149,5374,71
11664,34,4
273564,8069,244
4353706,271831,4941
165560,2428,336
5505292,40746,5189
8697,78,11
120532,6597,716
1573004,44366,1294
900720,27613,2828
111542,1666,484
32423,440,428
70463,218,165
940876,62341,2107
2368345,214884,3076
55959,107,60
80154,2601,410
2601143,83299,759
739887,6452,713
161060,8392,428
849502,15618,2499
472453,6550,393
2769301,156632,1777
36233,2481,21
1675960,28250,310
23634920,984985,16279
86034,608,78
293541,20789,170
420977,11242,308
175873,8003,155
277638,12076,661
503164,26429,749
3085,72,1
1530141,57567,747
2547937,49988,9157
301968,17311,723
25669,715,20
33685,1450,51
68755,129,416
1102828,71782,588
279656,1522,807
494976,23057,201
1002035,20609,884
390188,33311,1125
3609716,102559,1605
875102,10427,561
134157,268,9
163858,13463,269
562762,17508,470
294794,20331,500
58061,2915,91
28335,1352,54
45855,477,23
3507043,111063,3986
326959,8091,279
72739,804,191
255517,3560,268
2028315,28627,3519
2434422,115176,1431
1695280,66687,605
8795,23,1
7260,205,14
17758014,865679,25934
72522,3550,180
539715,69563,894
296518,1974,41
2210090,6435,847
2303558,35609,1109
210114,5845,196
44879,1749,155
650940,10823,242
194689,25001,103
432285,7102,242
937914,52401,634
3256799,185999,5538
182113,14843,81
385997,2695,537
542957,23890,186
148686,7560,737
708572,11352,1096
94032,4799,126
177892,939,374
1639042,63153,1713
2181296,69312,2534
1205682,9572,228426
789818,4329,59157
31612,630,28
241991,5943,593
277921,16878,215
1903783,171597,2070
2347708,294170,1911
3614310,104765,5237
408491,34574,690
219465,23724,672
276966,3173,924
1950782,36227,1980
1272195,22350,1745
7842032,418838,78831
326338,6665,219
1081357,79641,901
1529801,134986,642
270902,5370,1014
719816,37255,510
2977230,128175,2354
110762,2713,132
7729028,325582,15176
267900,15931,223
488888,23634,6644
868062,50780,1554
961720,62319,518
1302832,56308,3964
23045,489,96
1820947,31223,702
1761509,141412,6203
338103,19793,427
233348,1517,906
76362,3098,43
1019016,51921,1140
71425,1130,37
211871,12714,121
643117,15528,380
236959,7106,197
210809,8613,194
855230,40628,1381
887340,8256,1458
717979,94558,728
6975610,80073,38929
247624,1720,7089
105869,8305,78
84616,3937,99
1120841,882,26
492114,4748,463
64293,2028,57
361143,9677,154
420217,23679,1490
12258,1326,37
1180312,72051,1645
69713,1841,83
209509,7540,4011
63460,6170,53
135158,619,98
2079824,31268,2041
57357,414,165
15400,495,22
129538,1394,541
892472,10410,1438
56860,3367,20
1464745,38021,1057
269185,13233,271
44295,429,13
315195,24335,547
31088,944,26
2621,33,8
306963,18321,384
20646,545,23
682698,15905,3137
1760011,99783,3339
1950885,42804,695
1682857,22542,538
25610,1401,18
8585,170,25
52253,584,80
79861,5346,174
1514274,120677,2725
794261,109579,824
223438,11976,358
1010286,11578,8786
442628,30288,825
567700,24447,608
1079026,96709,1018
299331,30923,373
218011,14345,318
2983392,57533,1651
43352,1311,37
1309600,6160,1676
16031,544,16
190163,4150,77
2233231,198679,4642
678087,14096,1118
1261860,5506,1060
354976,15903,457
180444,11179,726
660364,13832,224
204794,5554,81
296722,14184,126
68578,2885,130
1570967,171457,1204
351849,1421,581
385366,3115,3409
199687,12389,181
89881,4312,277
116133,2317,249
313118,12616,225
260925,13407,592
7973,515,11
196285,5754,99
1142153,54852,1133
110713,7323,268
9561,39,24
245063,11796,405
317751,20473,779
91083,1080,102
197888,9054,244
209189,23784,165
302134,12249,259
116199,383,85
288982,8318,296
40618,4873,56
308075,12410,284
123990,1417,101
58943,2312,68
120370,7893,123
39374,1856,88
243765,2933,275
26260,806,38
183925,7690,144
46051,1463,41
142262,425,199
536549,52277,544
227053,36129,586
89138,2501,389
9862218,781331,14792
3294535,171885,1584
1107609,12419,1512
1495,6,1
220129,3061,233
24777,191,5
271474,23008,295
83225,608,20
35410,0,0
956466,32901,3052
324953,16928,156
113171,801,570
52839,2929,50
126622,5601,72
208872,1030,826
14046,51,6
2492,4,0
278333,8179,247
4498768,276406,5050
112552,1674,484
5600788,41260,5263
943803,28440,2948
125763,6835,752
72346,220,165
1595752,44879,1299
56687,107,60
32693,442,431
983154,63925,2175
82992,2651,429
2540265,223238,3170
918083,7571,929
220548,1857,26
2843579,91342,845
887451,16114,2526
533775,7027,427
37102,2513,22
27350528,1025895,17572
1791867,30209,339
2846563,158779,1820
88143,621,80
309271,21281,177
3305225,51291,9844
41183,1621,60
71276,134,420
204311,8544,170
286299,12413,679
431253,11416,318
508710,26719,751
1559974,58231,756
3290,76,1
309319,17635,730
26214,726,22
572627,24313,226
1121109,72560,596
295991,1573,824
401625,33943,1129
1031489,20752,891
3810354,104944,1718
144225,281,11
912295,10796,569
636653,18400,519
47717,491,23
167733,13662,272
28894,1377,55
393488,9370,316
59365,2996,94
299105,20519,503
3601697,112597,4090
2664218,119473,1524
4410367,358561,4899
1202896,32265,1960
1292926,77746,6945
814603,30781,956
2352753,130644,6936
49993,2498,87
3919034,411748,3457
654701,6816,2476
1307027,17185,1217
107035,4602,85
552234,63349,1191
608902,43123,800
190288,9782,659
58528,3237,66
5356548,141037,7187
997389,58769,1427
2066840,33427,2709
710423,10716,447
2477340,42565,2367
1590567,96053,1236
253268,8505,1035
250111,12333,581
2034518,160831,908
268057,6157,64
383425,47687,815
12023527,519157,101457
4289828,154385,2994
359441,6206,1470
192016,4545,253
1109098,57003,1890
53683,1244,80
13596,1365,12
234268,4027,264
38481,2977,832
14358,504,12
49492,676,233
359432,17889,363
11542143,394638,19028
195207,2736,195
421914,20353,218
164471,4454,78
29301,514,33
3080680,280440,13648
129243,4363,91
972587,44563,646
217025,31306,161
132069,6648,177
101783,4822,96
47974,4461,31
47133,5011,57
142314,5198,176
1059531,65691,599
540919,25181,682
77149,3405,43
110112,3547,180
1413242,58579,4382
2172958,33920,816
6377,414,16
93210,7868,75
11917,128,12
258117,1638,998
1934666,149149,6664
182311,11525,121
1143737,55273,1246
316131,8889,246
1107378,46994,1621
8120,199,9
237522,9220,211
915012,105788,860
18054,895,13
599410,5158,589
256870,7990,4274
26495,61,34
986359,8751,1551
7774590,84709,41849
259793,1770,7298
411024,10496,172
1134844,1010,41
484832,25344,1638
1451860,78535,1866
68866,463,170
16325,1353,10
2337558,36158,2173
5506,12,0
944186,10594,1462
1563060,39360,1096
103592,5801,61
402259,21968,512
26117,833,20
148241,1006,33
296054,13827,294
45444,1297,66
333221,25325,566
4175,60,0
57215,551,17
3080,34,8
2174054,44998,736
1856465,103112,3455
73546,309,43
712900,16327,3193
2006066,24187,597
1077119,124158,1012
94377,5770,205
1747480,131130,2896
9420,175,26
73611,706,97
239135,12350,375
1028272,11643,8835
467997,31444,858
593557,25292,630
2460,19,0
331170,33222,413
228306,14812,322
1184303,99722,1091
9802,41,24
251785,5020,88
49980,1654,39
3755521,67566,2029
1315698,6174,1686
21075,659,18
276151,8238,91
6428410,224426,13231
384389,16501,481
205381,11662,803
1839397,7145,1379
691857,14281,1129
712842,14476,242
323426,14865,135
72248,3019,133
1610875,174918,1225
354467,1433,583
397943,3128,3416
216245,13023,190
33211,5212,3
93974,4443,279
118664,2358,256
13564,251,3
268181,13650,602
6271,68,2
1274142,58346,1190
394157,14379,269
8800,550,12
132504,7856,320
96895,1112,107
253037,12029,406
328417,20939,794
14093,1051,6
218241,24177,168
314490,12590,268
117338,386,85
295274,8441,296
330669,13094,310
3913,546,10
15397,57,7
2861,37,3
141985,8726,146
45007,1980,101
43419,5118,58
67386,2469,76
52557,1691,43
245128,2940,275
28970,873,39
187559,7789,145
143064,427,199
549015,52838,550
97923,2619,449
21798,1268,6
237276,37303,602
10616146,818471,15807
3345,66,1
3458210,175737,1643
1550,6,1
225895,3089,236
100067,663,23
26379,199,6
1121990,12518,1523
35916,0,0
1018308,34785,3116
331126,17137,159
114865,809,570
57650,3209,54
287733,23760,302
130481,5721,75
2717,5,0
5443,46,26
212416,1036,831
4631209,280213,5135
281927,8237,251
113169,1678,485
5712641,41838,5365
979466,29038,3066
131431,7069,787
73214,221,165
57192,107,61
32825,442,433
1019136,65362,2221
3044139,97030,928
85183,2704,439
1085036,8431,1113
2723989,231117,3262
540610,35082,1005
180919,5137,2646
985639,15241,963
1081127,109200,2500
685396,53566,1402
7115697,451718,7479
353529,43571,328
1906863,47627,3066
2092285,97786,10769
179903,5340,98
223060,28635,191
194139,15723,171
3974313,177707,9600
225941,3849,728
160530,7156,175
145545,6017,165
214063,6753,174
1094958,57789,1390
62215,4275,110
341811,13441,1243
122790,4518,151
1057104,98109,2871
277115,3686,368
901489,8619,3312
49623,3222,53
1541564,18884,1774
4441142,445799,3937
155242,6575,152
54296,2188,95
133322,20352,107
52022,2527,34
422257,11014,1766
167497,10046,105
364787,14509,1073
19588,149,23
922919,12723,528
1381081,70142,1790
81657,4331,2790
711859,10569,133
671804,60701,1111
2592173,39110,3227
305710,5693,185
2837820,45811,2624
331914,6932,429
1715589,100379,1299
44133,645,33
13205,842,70
131799,1357,103
2291357,172717,1022
71276,5127,48
14976349,584054,115522
5194700,165880,3391
29017,527,25
391988,6492,1590
393893,18486,405
1245615,59869,2031
137312,5738,125
277258,3140,252
489097,17873,497
88803,5963,89
309183,4644,335
60755,732,266
90662,1836,100
15191078,444885,22111
160898,4900,114
209623,8497,218
3885545,307146,15397
165502,5627,196
547101,25391,266
210808,5022,100
10026,204,143
279164,33710,206
15672,45,7
43673,822,27
10505,565,22
98286,3989,52
1039215,46555,687
134433,4080,202
1089202,66592,620
1474267,59797,4516
32150,66,39
2353300,35429,868
9109,112,46
27473,670,24
21650,648,24
228338,13333,142
102012,8374,81
1222600,57483,1311
2118363,154093,7114
264337,1667,1014
447191,12508,347
1304406,51870,1788
9802,16,0
252114,9563,217
1071163,114170,952
637158,5281,603
290326,8283,4463
23612,1023,14
18959,762,51
265776,1800,7398
442530,11042,178
1692712,83803,2011
8368152,87366,43944
1139317,1045,41
1044042,9071,1597
520699,26181,1690
76436,493,176
261868,14400,134
3596,20,4
2535448,39863,2251
3309,35,8
19647,1480,10
997411,10848,1494
1632450,40304,1138
70041,2168,101
29942,889,24
226432,1050,39
329024,14304,306
344886,25966,580
2309817,46928,761
4862,65,0
9781,177,26
1964132,106602,3602
1287567,132330,1150
63882,119,25
74288,666,19
2375874,26423,668
736025,16658,3232
78078,318,48
106425,6055,233
1611,24,0
488923,32298,892
251149,12614,384
2159497,162,12
2860,22,0
374187,36127,460
1278861,101939,1133
310246,5784,93
1040293,11694,8889
235000,15147,326
24431,748,21
9934,41,24
4502168,76260,2462
57320,2007,46
345545,10911,102
1321517,6182,1693
36371,5455,4
402849,16842,495
229272,12076,905
2462919,8484,1673
6502307,226757,13360
746303,14869,252
702924,14416,1140
356702,15677,152
356890,1439,586
229424,13478,195
1646752,178160,1239
9127,563,13
97301,4542,281
406988,3137,3420
15190,1087,6
120663,2396,259
14676,282,3
273779,13829,611
6776,71,2
1406181,60809,1248
462558,15976,311
150724,8266,355
101192,1134,115
258180,12180,408
4214,580,10
337672,21325,807
17757,61,8
224926,24499,172
322924,12821,275
28429,1872,20
353408,13748,338
118157,388,87
63024,2130,49
74020,2619,79
300316,8542,296
161369,9349,160
45460,5300,59
2968,39,3
49500,2072,104
246250,2944,277
33533,1217,42
190173,7843,146
143754,427,199
559548,53322,555
11414155,856454,16852
105046,2709,494
23437,1301,6
245164,38202,613
3419,67,1
3561593,178659,1688
1593,6,1
231108,3118,238
108967,690,25
1134166,12610,1533
4920851,432678,16669
1014030,47979,2076
816662,16873,468
1446516,83944,2632
469508,42457,531
1505665,20031,1342
2494165,178955,6187
687329,65717,739
334980,22541,269
9153648,504179,8736
39949,1005,108
397611,5581,1382
2622537,109167,12985
2280314,53842,3547
263619,9456,261
60209,2013,411
5153994,208016,11210
206901,7032,240
276761,7904,214
5751,89,49
1460250,67721,1783
463686,5355,556
101585,5394,245
398668,14299,1535
167101,5179,205
107725,3442,93
59768,322,54
1348282,115423,3909
30484,386,33
76211,4346,79
1106468,9841,3845
234317,7812,276
1676657,19775,2105
4735882,461726,4189
487984,12022,2070
73790,2527,132
123963,5330,4472
184471,24169,180
79452,6579,176
213490,11016,139
459742,16262,1338
1082383,14146,594
991022,13729,187
828163,65326,1244
1742133,80361,2082
224277,1904,166
53321,361,71
485264,9285,563
23878,358,154
67389,799,72
2962617,41751,3494
3090674,47472,2826
324390,5814,200
1776997,102561,1328
154514,6105,135
2441542,178876,1085
81113,5345,53
4636300,323468,16477
17476646,628011,124555
5571327,170444,3569
37928,583,26
405626,18809,414
410343,6656,1647
1304768,61282,2070
512959,18452,519
340301,3337,281
121747,6464,110
362280,5053,374
270225,9834,241
63014,733,267
170913,5049,118
93199,1870,106
324587,34769,229
672267,30128,305
221105,5115,107
18826204,486542,24877
15265,245,173
18982,60,7
45590,833,27
107842,4239,55
179990,5918,210
12685,622,24
3963,21,6
1072174,47514,708
146353,4276,215
1121340,67039,630
1521265,60788,4609
82456,1595,55
34029,73,44
2501387,36718,917
277190,14902,164
25730,1077,15
760693,19990,537
1289307,59133,1359
1492872,55956,1920
108595,8662,87
269286,1691,1040
21210,788,56
265510,9886,225
1244968,121754,1074
10448,17,0
2332622,160123,7690
651578,5331,609
316518,8494,4632
476953,11541,187
270643,1818,7489
1370012,1095,43
541297,26700,1716
1904174,87798,2129
1540,20,4
1092507,9359,1633
8836190,88904,45235
83237,513,185
3538,27,0
420607,22029,213
2691320,42341,2318
21756,1563,10
92096,2897,128
1041566,11008,1528
1675844,40908,1163
1468099,137548,1264
720201,1089,43
31750,908,25
352029,26307,595
2425571,48597,790
86559,736,22
70411,130,25
355604,14632,311
2085850,110116,3732
24200,58,5
80865,321,50
116900,6258,258
755426,16884,3266
2722912,28234,724
2069,24,0
10020,178,26
2160584,169,16
500972,32717,904
259665,12767,386
26914,806,26
405507,7429,99
3137,24,0
1319240,102960,1170
409672,38244,490
1049629,11747,8924
5200143,82869,2853
238817,15309,327
38629,5618,4
9977,41,25
62412,2242,46
382628,12121,110
416191,17094,500
246381,12418,965
6550370,228386,13406
765561,15089,258
3065873,9441,1871
709754,14507,1147
385251,16353,158
238111,13770,199
1326140,6192,1694
16067,1124,8
1677991,180305,1253
9448,577,15
358757,1450,591
99959,4624,284
411443,3149,3425
1569714,62529,1285
122039,2408,260
16021,311,3
277744,13970,615
7379,74,2
166036,8542,376
525395,17019,334
104755,1153,117
262358,12273,411
4401,596,10
345178,21614,814
36048,2105,22
20322,63,12
230804,24752,174
373956,14317,359
329337,12987,279
74123,2603,57
80337,2724,83
119114,391,87
53285,2134,112
304305,8637,296
175205,9784,167
3037,39,3
46664,5408,60
39445,1516,47
24413,1334,6
246562,2946,277
192432,7889,147
144290,429,199
566067,53581,560
12018779,879532,17542
110985,2776,531
251710,38887,619
3483,67,1
275016,6589,1640
231947,0,0
6855997,498243,22602
156466,2586,624
1499868,27310,843
1256009,52795,2485
623817,49744,756
1712048,91867,3159
1830911,22552,1558
126938,3316,837
884039,75587,980
3010527,200326,7794
419280,26070,335
10916346,543254,9675
525233,6798,1906
93842,482,85
331632,10881,329
2990740,116055,14346
2601167,57267,3970
90206,725,140
6215127,232142,12487
127154,827,138
251296,7756,295
597345,6502,699
122856,5808,327
344968,9149,258
135668,3821,130
1713617,73508,2023
99291,5192,108
433546,14813,1733
201579,5612,240
35129,3026,35
1509902,124080,4670
282271,8506,343
50722,1239,70
1307576,10774,4279
86774,2741,158
15745,205,61
532568,12642,2317
63609,810,55
5008688,474025,4369
1776285,20331,2350
165610,6059,5928
116916,7968,351
41857,661,322
227133,26976,238
251018,11692,161
1201245,14997,649
945188,68358,1344
300761,2323,212
1159101,15636,226
335492,5877,213
2050620,89150,2271
73758,844,77
527668,17680,1442
3239072,43230,3644
18519,275,191
1816521,103988,1352
178305,6476,143
614656,11102,618
5169974,333513,17154
2534576,182470,1123
88497,5501,55
150078,6815,134
3299667,48488,2991
1359830,62581,2096
528460,18773,532
412801,18992,419
19430162,660949,131554
424351,6760,1720
388803,3532,297
5825074,173543,3712
317215,10733,261
399897,5411,420
360443,35622,257
94220,1882,112
178480,5185,120
64239,738,268
21028,65,7
748642,33195,322
2863,2,0
21993346,520224,27146
13945,659,27
4439,23,9
230002,5187,109
115522,4435,56
46836,843,27
192071,6146,219
1094375,48069,723
153469,4379,226
195112,3496,128
1147280,67333,640
26775,1094,15
1566095,61707,4692
327863,16538,181
945223,23845,660
2609862,37610,956
22756,806,60
10655,17,0
1651630,59046,2023
111893,8814,91
273546,1709,1060
32416,76,8
1343457,60117,1401
272441,10028,227
35233,77,47
2475964,163519,8016
1371557,127319,1164
659764,5367,613
338659,8651,4747
502417,11980,193
274054,1831,7556
2101798,91552,2250
555255,27071,1737
1469158,1166,45
1660,20,5
1132660,9561,1656
528063,27308,280
9039407,89974,46609
89609,537,199
3824,28,0
2825363,44421,2371
23674,1628,10
108631,3348,155
32146,912,25
1071808,11141,1554
1711967,41367,1176
1612307,141121,1346
78517,139,26
1316196,1126,46
2515156,50178,811
99149,825,22
356443,26481,602
382256,14905,323
2155073,111877,3786
125497,6427,283
81513,321,50
772147,17049,3292
3050730,29566,769
2328,30,0
10242,178,26
2161345,175,16
511677,33190,912
478464,9210,102
267353,12920,393
28908,857,26
1351601,103826,1188
5785732,88223,3112
434890,39673,514
3329,26,0
1056576,11774,8947
241714,15437,329
40534,5755,4
403273,12722,112
10003,41,25
64772,2343,48
427758,17302,508
255867,12593,1001
6588744,229931,13443
778610,15235,262
3633839,10160,2006
715332,14584,1148
418527,17391,173
249026,14099,205
1330850,6195,1696
16797,1151,8
1712379,182958,1271
9673,585,15
360683,1454,593
22176,504,7
414876,3155,3428
103015,4709,284
1629040,63584,1314
123530,2421,263
281621,14079,621
177785,8737,390
111462,1207,127
571542,17823,354
7872,80,2
43083,2433,26
265398,12351,411
4696,629,10
21701,64,14
351551,21873,822
238960,25041,179
394545,14988,397
85397,2816,87
338261,13252,281
82205,2954,59
56301,2174,120
119784,393,88
307494,8706,298
43276,1632,49
3085,39,3
184982,10075,170
47752,5488,61
25130,1345,6
246835,2946,277
194288,7920,147
144773,430,199
540387,25424,808
915949,14447,4554
747653,21209,2968
110452,1548,241
1379675,36577,3734
402276,0,0
79556,2213,215
3598185,657258,7387
8097041,532082,25374
261810,3736,1074
2057760,31878,1134
1362813,55149,2618
726598,54130,907
1893882,97553,3477
191542,4441,1315
2028263,23922,1692
1032818,82691,1166
495599,28894,402
3313243,211931,8835
134503,1017,230
381377,11860,373
698037,7942,2237
131090,650,121
12730630,577712,10568
203569,1296,198
681390,6116,409
875327,12112,417
3348545,121843,15467
42605,525,147
68939,1583,136
283364,8274,332
2912721,59510,4284
53541,3674,62
7336611,253533,13680
687496,7262,802
136247,6018,387
154844,4076,148
386162,9934,288
33797,311,36
232945,5951,273
461568,15245,1881
116975,5862,126
1979937,79297,2269
1631038,130048,5175
313646,9086,416
90492,1043,79
96815,2896,180
60679,1018,536
566403,13059,2480
516045,17182,208
153094,9305,463
1876046,20891,2495
1478196,11483,4620
182866,6288,6407
272331,30060,260
274875,12187,173
200284,7937,213
1048029,70627,1414
5249155,484923,4506
373506,2647,232
1278905,15617,683
339805,5900,218
1238073,16479,241
20656,297,200
78681,884,77
709214,21211,1545
2355341,97132,2450
3455279,44476,3792
750339,12925,671
96416,384,5
5619250,340974,17658
1851183,105292,1375
95037,5614,56
179550,7148,152
3508701,49400,3175
2619052,185815,1157
541396,19094,542
1405284,63571,2133
199637,6786,158
21344664,690283,137707
420131,19189,424
438901,6867,1755
439523,3686,316
362808,11607,285
6032222,176157,3815
436104,5778,458
387671,36287,277
184075,5279,120
171881,3910,310
94863,1889,115
65060,740,269
14801,680,27
25184395,553601,29570
21972,66,7
2987,2,0
4816,23,10
119071,4486,57
203653,6357,232
348963,6213,222
47433,845,28
1114012,48553,731
802455,35151,337
161347,4489,230
1119936,27862,778
27604,1112,17
36392,88,8
1172868,67669,652
1609006,62568,4789
193948,8238,100
23236,814,61
1824815,62088,2156
2727242,38693,989
370221,17777,203
115055,8955,93
1386911,60891,1425
277701,1725,1070
536880,12513,207
278220,10121,228
2610558,166668,8385
1450293,130605,1255
684388,5433,626
356641,8817,4838
2307056,95138,2369
